Actions,Domain,Solution ID,Solution,Status,Details,Launch Year,Key Problems Addressed,Partner,Key Solution Elements,Unique Value Proposition,Expected Social Impact,Solution Traction,Partner Type,Address,City,State,Country,PIN/ZIP Code,Email,Contact Number,Website,Target Beneficiaries,Resources,Key Costs,Other Partners,Awards & Recognition,Created By,Created Email ID,Other Locations
,,256,WHEELS' YEIDA Initiative (Restoration and Revival of Water bodies and Holistic Community Development,Mature,"Restoration of water-bodies and safe-drinking water, along with rehabilitation of 27 displaced villages (from rural to urban environment) to help displaced communities with all necessary amenities in affordable and sustainable way.",2023,"Of the total 227 ponds in YEIDA region 35 are encroached upon. It is important to restore these these waterbodoes and for safe drinking water and other needs. The new airport near Jevar displaced people from villages falling in the corridor. Rehabilitation of these villages is crucial in the area so that residents have access to affordable water, health, energy, education and other needs. ",Yamuna Expressway Industrial Development Authority (YEIDA),Tech-Enabled Collaborative Governance Model enabling effective and efficient public-private partnership and integration of multiple partners for sustained results at-scale.,"Collaborative Governance model orchestrated by associated portal Collaborative Governance Portal (CGP) that brought together in seamless way capabilities of Govt as well as best-in-class social impact entities (Amrita Preetham. ATE Foundation, Development Alternatives, Spoken Tutorials, Taraltec). This was replicated from H.P. Underground Spring Rejuvenation initiative where it was developed and refined. CGP offers replication opportunities in all projects involving Govt and multiple impact groups -- a common scenario for large scale interventions.",Rejuvenation of dead ponds and water restoration with Tech-Enabled collaborative Governance in 46 ponds across 27 villages Greater Noida area in YEIDA territory. ,Already deployed in 2 of the prioritized 27 communities (by YEIDA). Govt is now in process of replicating the complete blue-print across all remaining ones over next year.,NGO,"First Floor, Commercial Complex P-2, Sector- Omega I, Gautam Budh Nagar Greater Noida,  Uttar Pradesh India 201308","Greater Noida, ",Uttar Pradesh,India,201308,customercareyeida@gmail.com,+91 9311407487,https://www.yamunaexpresswayauthority.com/,"Rural communities living in under-resourced geographies, and in need for multi-domain expertise and best-in-class impact innovations. ","Capabilities of multiple best-in-class impact experts in relevant domains (Amrita Preetham. ATE Foundation, Development Alternatives, Spoken Tutorials, Taraltec)","Collaborative Governance Portal had already been developed in prior project. Hence, re-purposing for YEIDA was very minimal cost, proving the cost-efficiency of the approach.",,Recognized in several forums on Water and Sustainability.,1,info@ypointanalytics.com,-
,,400,Gender Equality & Youth Development through sports for girls (10-17 years) and young women (18-25 ye,Draft,"Maitrayana’s solutions focus on empowering adolescent girls and young women through sport-based, interactive interventions:

* Skill Development Through Play: Using a sport(Net Ball)-for-development approach, Maitrayana builds knowledge, attitude,skills, and confidence to help girls in schools and communities (10 - 17) find their voice and use their agency to influence diecisions in their lives. The program is implemented twice per week during the academic year.

* Be Ambitious Programme: A 9-session career guidance module for girls (aged 16–17) that helps them identify strengths, explore interests, and build support systems for their future.

* Pathways to Economic Independence: Program graduates (18-25 year) access internship and job placement opportunities (e.g., sports coaches, sales roles), supported by tailored portfolios that develop English, computer, and life skills to make decisions in their lives and take up employment opportunities. ",2021,"ndia's patriarchal society ranks among the most gender-unequal globally (129/146, WEF 2024). Girls from marginalized communities face limited access to quality education due to gender bias and under-resourced schools, missing opportunities to learn English, acquire computer skills, and play sports. Deep-rooted discrimination and restrictive norms deny girls their rights to education, careers, and informed choices about sexual and reproductive health. This is a human rights violation, a social injustice, and an economic loss, as nearly half the population (48.42%) is held back. Intersectional factors like caste, religion, poverty, and rural location further exacerbate these barriers. ",Maitrayana charity foundation,"Empowering Futures Through Sport and Skills

Maitrayana transforms the lives of adolescent girls and young women through innovative, sport-based programs that nurture confidence, skills, and independence:

Play with Purpose: A netball-centered, twice-weekly program that builds life skills, voice, and agency in girls aged 10–17.
Be Ambitious: A focused 9-session career guidance journey for 16–17-year-olds, helping them discover their potential and create pathways for success.
Pathways to Independence: Tailored support for graduates (18–25), linking them to internships, jobs, and skills training in English, tech, and decision-making, unlocking opportunities for economic empowerment.","Sport as a Catalyst for Empowerment: Leveraging netball to combine play with life skills, fostering confidence and agency in adolescent girls.
Age-Specific, Holistic Development: Tailored interventions addressing the unique needs of three critical life stages: skill-building (10–17), career guidance (16–17), and economic independence (18–25).
Practical Pathways to Independence: Offering hands-on career support through internships, job placements, and essential skills training for sustained empowerment.
Community Impact Through Leadership: Equipping girls to influence decisions in their lives and inspire change within their communities.
Integrated Support System: Combining sports, education, and mentorship to create a nurturing ecosystem that supports long-term growth and success. ","Expected Social Impact  Maitrayana equips adolescent girls and young women with the confidence, skills, and independence to lead their own lives. Through sport-based interventions combined with targeted skill development, the programs seek to produce:  Empowered Changemakers: Girls build confidence, agency, and resilience to challenge societal norms, advocate for themselves, and inspire others. Economic Upliftment: Graduates transition into meaningful careers, breaking cycles of dependency and contributing to their families and communities. Community Transformation: Empowered individuals create inclusive and equitable environments, driving change in society over the long term. A Gender-Equal Future: Maitrayana bridges gaps to solidify pathways in education, employment, and leadership to ensure sustainable gender equality. Maitrayana initiates a ripple effect of empowerment that allows each individual, family, and community to grow.","Maitrayana has positively impacted 16,540 adolescent girls from economically marginalized communities across Delhi, Mumbai, and Bangalore, empowering them through targeted interventions to overcome systemic barriers and unlock their full potential.",NGO,"E-257, G/F, Amar Colony, Lajpat Nagar-IV,  Delhi Delhi India 110024",Delhi,Delhi,India,110024,kalyani@maitrayana.in,+91 9740077899,https://maitrayana.in/,Adolescent girls (10-17 years) and young women (18-25 years) from marginalized communities,"People: Trained coaches, career counselors, and skill trainers.
Spaces & Tools: Netball courts, learning spaces, computers, and internet access.
Funding: Program implementation, materials, and participant support.
Curriculum: Sport-based life skills, career guidance, and professional readiness modules.
Partnerships: Schools, employers, and NGOs for implementation and opportunities.
Monitoring: Tools to track impact and improve programs. ","Key Costs for Maitrayana’s Programs 1. Program Implementation: Salaries for coaches, facilitators, and materials (sports equipment, curriculum). 2.	Infrastructure: Venue rentals, utilities, and transportation. 3.	Training: Staff development and skill-building workshops. 4.	Technology: Computers, projectors, and learning materials. 5.	Monitoring: Data collection and impact evaluation tools. 6.	Outreach: Partnerships, community engagement, and marketing. 7.	Participant Support: stipends,  8.	Administrative Costs: Office operations and compliance.",,"In Aug 2024, Maitrayana achieved certification as a Great Place to Work by the Great Place to Work® Institute, India for the 2nd time in a row.

On 27th Feb 2024, Maitrayana was awarded the “Women Empowerment Program - Social Justice and Empowerment”​ at the Women Who Lead National Consortium, supported by the Government of India and Government of Maharashtra.

In Feb 2024, Maitrayana was featured on “Her Circle portal”. Her Circle is founded by Nita M Ambani, is an inclusive, collaborative, diverse, interactive, socially-conscious digital movement for the women of India. We are her safe space for growth

On December 5, 2023, Kalyani Subramanyam will receive the Red Bangle Award from the “Women Education Project” for embodying the resilient spirit of humanity through her life and achievements.

In October 2023, Maitrayana was shortlisted for the Martha Farell award for Excellence in Women's Empowerment and Gender Equality.

In June 2023, Maitrayana was featured on “The Better India” pl",2003,kalyani@maitrayana.in,-
,,401,Gender Equality & Youth Development through sports for girls (10-17 years) and young women (18-25 ye,Draft,"Maitrayana’s solutions focus on empowering adolescent girls and young women through sport-based, interactive interventions:

* Skill Development Through Play: Using a sport(Net Ball)-for-development approach, Maitrayana builds knowledge, attitude,skills, and confidence to help girls in schools and communities (10 - 17) find their voice and use their agency to influence diecisions in their lives. The program is implemented twice per week during the academic year.

* Be Ambitious Programme: A 9-session career guidance module for girls (aged 16–17) that helps them identify strengths, explore interests, and build support systems for their future.

* Pathways to Economic Independence: Program graduates (18-25 year) access internship and job placement opportunities (e.g., sports coaches, sales roles), supported by tailored portfolios that develop English, computer, and life skills to make decisions in their lives and take up employment opportunities.",2021,"India's patriarchal society ranks among the most gender-unequal globally (129/146, WEF 2024). Girls from marginalized communities face limited access to quality education due to gender bias and under-resourced schools, missing opportunities to learn English, acquire computer skills, and play sports. Deep-rooted discrimination and restrictive norms deny girls their rights to education, careers, and informed choices about sexual and reproductive health. This is a human rights violation, a social injustice, and an economic loss, as nearly half the population (48.42%) is held back. Intersectional factors like caste, religion, poverty, and rural location further exacerbate these barriers.",Maitrayana charity foundation,"olution Elements for Maitrayana’s Programs

Sport-based Skill Development: Empowering girls aged 10–17 through a Netball-for-development approach, building confidence, decision-making, and leadership skills via twice-weekly sessions.
Career Guidance - Be Ambitious: A 9-session program for 16–17-year-olds, helping them discover strengths, explore career pathways, and build essential support systems for future success.
Economic Empowerment Pathways: Connecting graduates (18–25) to internships and job placements in sectors like sports and sales, supported by skill-building in English, technology, and life skills for sustained career growth.","Unique Value Propositions for Maitrayana's Programs

Sports as a Trigger for Empowerment: Harnessed with netball in playing and practicing life skills and developing confidence in the agency among adolescent girls.
Age-specific, holistic development: The designed interventions target three critical life stages associated with unique needs: skill-building (10–17), career guidance (16–17), and economic independence (18–25).
Practical Pathways to Independence: Providing hands-on career support through internships, job placements, and essential skills training for sustained empowerment.
Community Impact Through Leadership: Empowering girls to make decisions for themselves and spark change in their communities.
Integrated Support System: Combining sports, education, and mentoring into a supportive environment to encourage long-term growth for development and success.","Expected Social Impact Maitrayana equips adolescent girls and young women with the confidence, skills, and independence to lead their own lives. Through sport-based interventions combined with targeted skill development, the programs seek to produce:  Empowered Changemakers: Girls build confidence, agency, and resilience to challenge societal norms, advocate for themselves, and inspire others. Economic Upliftment: Graduates transition into meaningful careers, breaking cycles of dependency and contributing to their families and communities. Community Transformation: Empowered individuals create inclusive and equitable environments, driving change in society over the long term. A Gender-Equal Future: Maitrayana bridges gaps to solidify pathways in education, employment, and leadership to ensure sustainable gender equality. Maitrayana initiates a ripple effect of empowerment that allows each individual, family, and community to grow.","Maitrayana has positively impacted 16,540 adolescent girls from economically marginalized communities across Delhi, Mumbai, and Bangalore, empowering them through targeted interventions to overcome systemic barriers and unlock their full potential.",NGO,"E-257, G/F, Amar Colony, Lajpat Nagar-IV  Delhi Delhi India 110024",Delhi,Delhi,India,110024,kalyani@maitrayana.in,+91 9740077899,https://maitrayana.in/, girls (10-17 years) and young women (18-25 years) from marginalised communities,"Resources Needed for Maitrayana’s Programs

People: Trained coaches, career counselors, and skill trainers.
Spaces & Tools: Netball courts, learning spaces, computers, and internet access.
Funding: Program implementation, materials, and participant support.
Curriculum: Sport-based life skills, career guidance, and professional readiness modules.
Partnerships: Schools, employers, and NGOs for implementation and opportunities.
Monitoring: Tools to track impact and improve programs.","Key Costs for Maitrayana’s Programs 1.	Program Implementation: Salaries for coaches, facilitators, and materials (sports equipment, curriculum). 2.	Infrastructure: Venue rentals, utilities, and transportation. 3.	Training: Staff development and skill-building workshops. 4.	Technology: Computers, projectors, and learning materials. 5.	Monitoring: Data collection and impact evaluation tools. 6.	Outreach: Partnerships, community engagement, and marketing. 7.	Participant Support: stipends,  8.	Administrative Costs: Office operations and compliance.",,"In Aug 2024, Maitrayana achieved certification as a Great Place to Work by the Great Place to Work® Institute, India for the 2nd time in a row.

On 27th Feb 2024, Maitrayana was awarded the “Women Empowerment Program - Social Justice and Empowerment”​ at the Women Who Lead National Consortium, supported by the Government of India and Government of Maharashtra.

In Feb 2024, Maitrayana was featured on “Her Circle portal”. Her Circle is founded by Nita M Ambani, is an inclusive, collaborative, diverse, interactive, socially-conscious digital movement for the women of India. We are her safe space for growth

On December 5, 2023, Kalyani Subramanyam will receive the Red Bangle Award from the “Women Education Project” for embodying the resilient spirit of humanity through her life and achievements.

In October 2023, Maitrayana was shortlisted for the Martha Farell award for Excellence in Women's Empowerment and Gender Equality.

In June 2023, Maitrayana was featured on “The Better India” pl",2011,ratan@wheelsglobal.org,-
,,413,School-in-a-box,Mature,Quality & comprehensive education in severely resource-constrained schools,2019,"Lack of teachers (both quantity and quality) in schools, especially those in remote / rural / tribal / poor areas; Poor speaking skills; Lack of wholistic development. ",Moinee Foundation,"Digitized academic curriculum for main subjects, Quiz library ('QuizAcademy'), 18+ modules for extra-curricular / holistic development","Solution enables students to self-learn through its innovative model of Quizzes which covers each topic of each chapter of each key subjects. Students not taught by a teacher, generally fails to answer the quiz correctly first time, and are taken to review the relevant material plus augmented information from open-sources (like Khan Academy). This process orchestrates powerful self-learning and thus overcoming teacher handicap that afflicts nearly 70% of schools in India. Further, the solution has 18 modules for holistic development (e.g., TedEd, Wikipedia, Coding introduction, science experiments, robotics). Finally, onboarding process sets the class to debate among the students why one answer is right and other four were wrong, and thus orchestrates critical speaking skills. Further, the solution has extensive built-in analytics to track and monitor usage, and detect need for further support or training augmentation.","For mere one-time investment of about Rs 1 lakh can help entire school (say typically 300 students) for next 10-15 years to achieve outstanding education, holistic development, and strong speaking skills for life.","As of Dec 2024, already in use in 2208 Schools and 519 libraries in 15 States / UTs, benefitting nearly 11 lakh students. Available in 8 local languages (English, Hindi, Marathi, Kannada, Tamil, Gujarati, Oriya, Bengali). ",NGO,"G-36/37, Cinestar, Central Spine Vidyadhar Nagar Jaipur Rajasthan India 302039",Jaipur,Rajasthan,India,302039,srm@moinee.org,+91 9376506173,https://www.moinee.org/index.php,K-12 Schools,"Key resources needed are: (1) A computer room with 10-20 computers where kids will typically come for an hour to learn; (2) A server to host the entire solution accessible in offline mode, besides online mode; (3) A router with WiFi access for local access in different rooms; (4) A large screen display monitor. A typical school that has already taken advantage of the Govt funding to setup their ICT lab, may start the solution within Rs 1 lakh. It needs only one-day to installation and training.","Schools with existing ICT lab, typically it will cost about Rs 1 lakh in one-time cost. No ongoing costs since Schools are given free license. ",,"28th State Level Bhamashah Award-2024 from the Honourable Education Minister of Rajasthan, Impact Innovation Challenge Winner (2nd Place) by WHEELS Global Foundation in 2024; CSR Implementation Agency of the Year 2020-21; Outstanding Performance in Transmitting Mass Education Trophy 2021",1,info@ypointanalytics.com,-
,,414,Solar Powered Silk Spinning Machines,Draft,"Energy efficiency, ergonomically designed and renewable energy power spinning machines for Erk Silk weaver ",2022,TB Update,,"Renewable Energy Enabled, Energy Efficient, user Friendly, End user financed supported with market linakges ",increased in yarn production by 3x,120000,Integrated Village Cooperatives Societies ,,"A-501 , Ganga Osian Sqaure  Wakad  Pune Maharashtra India 411057",Pune,Maharashtra,India,411057,, -,,1500,"Support from UNDP, CES Global, WHEELS and State Govt of Meghalaya ",INR 60000 per solution with 5 years of support ,,TB Update ,2017,nakhade@ces-ltd.com,-
,,415,"RWH for Ground recharge,Water table improvemment, Flood mitigation ",Submitted,Cost effective practical RWH ,2011,"Involvement of community,Society taking along",RWH - Eco Terrain based Solutions ,"Shallow Aquifer Recharge - Provision of micro graded Graded gravel RWH pits within Storm water drains, Graded Gravel pits in open areas","Nature based ,cost effective ","Ground Water recharge .Flooding mitigation, Results achieved ,a Water positive Model",Effective RWH -Mitigation of flooding within Plot,Individual,"B1, SAI SMARAN , PLOT NO. 312 3RD MAIN ROAD, KAMAKOTI NAGAR , PALLIKARANAI Chennai Tamil Nadu India 600100",Chennai,Tamil Nadu,India,600100,ramkumarioc@gmail.com,+91 9769547632,www.linkedin.com/in/g-ramkumar,"Society, Complex, organisation ",Provision of micro graded Graded gravel RWH pits within Storm water drains," INR 130,000/-  : Quick pay back with Flood mitigation - Ground Recharge  - Received IndianOil Award  ,with  Trophy on IndianOil Day on 01st  Sep 2012",,"Award of Trophy by IndianOil ,on IndianOil day on  01 Sep 2012",2035,ramkumarioc@gmail.com,-
,,416,"RWH for Ground water improvement , borewell recharge",Draft,RWH - Recharging the Soil - recharging the Borewell ,2014,"Convincing the User, stakeholders ",RWH - Eco Terrain based Solutions ,The Graded gravel pits with blue metal - recharging the Soil .RWH - Recharging the Soil - recharging the Borewell too,"Water comfort - terrain based , very safe designs ,  at low cost ","Water comfort for the needy Students of Zilla Parishad School  at Kupari,Wada Maharastra,India","The water table improves - The scholl water needs are met successfully, around the year.",Individual,"B1, SAI SMARAN , PLOT NO. 312 3RD MAIN ROAD, KAMAKOTI NAGAR , PALLIKARANAI Chennai Tamil Nadu India 600100",Chennai,Tamil Nadu,India,600100,ramkumarioc@gmail.com,+91 9769547632,www.linkedin.com/in/g-ramkumar,"School children - Zilla Parishad School,Kupari,Wada dist ,Maharashtra ,India
 ( in a Tribal area)",The Graded gravel pits with blue metal - recharging the Soil,"Rs. 20,000",,"Appreciations:
1.The Inner Wheels Club of Thane Garden city .Maharastra,India
2. School Management ,Zilla Parishad School,Kupari,Wada dist ,Maharashtra ,India
3.The School student presents the Methodology in the Dist Science Exhibition  - Wins award for the School
",2035,ramkumarioc@gmail.com,-
,,417,Water Security for Rural India,Submitted,"We have worked in nearly 175 villages in Kachchh District, Gujarat in the field of Water Security. The approach was to do a thorough evaluation both on the Demand & Supply sides, do a gap analysis, identify potential interventions (Surface Water or Ground Water based), & thereafter prepare detailed Technical Specifications & Drawings, along with detailed cost estimates for the identified interventions. The next step was to raise funds for implementation of the identified interventions through individuals, corporates & also leveraging government schemes such as Sujalam Sufalam. Based on the availability of funds, we implemented a number of initiatives in multiple villages. The types of work done included : removal of invasive species, deepening & desilting of ponds, repair & raising of checkdams, recharging of defunct borewells, farm bunds & farm ponds, gauchar land development, tree plantation, & riverbed recharge tubewells. The specific solution implemented in each village depended on the soil & other geology characteristics.",2021,"1. Raising funds was enormously challenging. 2. Execution of works in remote locations. 3. In certain villages, local caste/religion & political issues came in the way of moving forward. ",,"Geology characteristics of the local area, engineering design of structures where needed, detailed costing for each intervention, support of local community & gram panchayats, availability of funds. ","Community centered approach, thereby facilitating long-term sustainability of the projects completed. ",Savings of over 1000 Crore Liters of water was estimated in the event of all identified interventions being implemented. ,"One of the solutions identified, namely, Riverbed Recharge Tubewells, was subsequently taken up for replication, both by the Kachchh Zilla Parishad & Atal Bhujal Yojana. If successful, there is potential to replicate the solution across the country. ",,"B501 Pooja Enclave St. Braz Road, Vile Parle-West Mumbai Maharashtra India 400056",Mumbai,Maharashtra,India,400056,, -,,Villagers in 175 villages in Kachchh District,"Funds raised from individuals, corporates & through leveraging government schemes. Community involvement, either through monetary or non-monetary mechanisms. ",Costs varied by type of intervention.,,"The Kachch Zilla Parishad & Atal Bhujal Yojana replicated the concept of having Riverbed Recharge Tubewells in series across dry riverbeds. We had done a pilot with 4 of them. As of March, 2024; nearly 100 of them were constructed by either the Kachchh Zilla Parishad or Atal Bhujal Yojana. ",2008,biren_vora@yahoo.co.in,-
,,418,Liquid Fertiliser production,Draft,Production of liquid fertiliser using cow dung ,2023,"Proper reaction
Removal of solid residue
Increased interval between cleaning
Ease of operation by village farmers ",,Use of special culture,"Higher quality without solid residue or slurry 
4kg liquid Fertiliser per kg of cow dung
Ready in 30 days instead of 45 days",,Implemented in mutiple goshalas,,     ,-,-,-,-,, -,,Goshalas,Cow dung  200kg-1300kg per day,,,Arvind Agro Farm,2006,tjr183@gmail.com,-
,,419,SUSTAINABLE RURAL LIVELIHOOD FOR WOMEN THROUGH VALUE ADDED PRODUCTS USING COW DUNG,Submitted,"India is the world’s largest producer of cattle and the second-largest producer of milk after the United States. Tamil Nadu, being one of the leading states in livestock population and dairy farming, plays a significant role in this sector. The state’s rapid economic development policies have increasingly aimed to integrate rural populations, especially women, into sustainable livelihood opportunities.
In Sindalakarai Village Panchayat, located in Thoothukudi District with a geographical area of 1,044.82 hectares, a survey conducted by the participating institute recorded a population of 1,194, of which 635 are females. The female literacy rate is 58.43%.
Agriculture is the primary occupation for women, but it does not provide a steady, year-round income. Most men in the village migrate abroad for employment, leaving women to take responsibility for the household and small-scale farming.
The main livestock of the village includes hens, goats, and cows, with around 150 native cows. Each cow produces about 10 kg of dung daily, resulting in 1,500 kg of dung every day. At present, part of this dung is used as manure, while the rest is discarded along the roadsides as waste, causing sanitation and environmental issues.
This project is designed to empower rural women in Tamil Nadu by training them to convert cow dung into value-added products such as: Eco-friendly products (cow dung doop sticks, incense sticks,  and decorative items)
By developing entrepreneurial skills, women will be able to generate sustainable income throughout the year, reduce waste, improve village sanitation, and contribute to Tamil Nadu’s larger goals of women empowerment, rural development, and circular economy practices.",2024,"Seasonal Income Instability: Agriculture is the main occupation for women, but it does not provide year-round income.
Male Migration: Most men migrate abroad for work, leaving women with limited livelihood opportunities.
Underutilized Cow Dung 1,500 kg of cow dung produced daily, but much of it is discarded on roadsides, creating waste and sanitation issues.
Lack of Awareness & Skills: Women lack training in value addition and entrepreneurship skills.
Financial Constraints: Limited access to seed capital, loans, or subsidies to start and sustain micro-enterprises.
Social & Cultural Barriers: Women face challenges in taking leadership roles due to traditional gender roles and limited decision-making power.
",,"Resource Utilization – Convert daily 1,500 kg of cow dung from native cows into value-added products instead of letting it go to waste.

Women Entrepreneurship – Build capacity of women SHGs through training in biogas production, organic manure preparation, and eco-product making.

Sustainable Livelihoods – Provide women with year-round income opportunities beyond seasonal agriculture.

Eco-Friendly Products – Produce biogas, organic fertilizers, vermicompost, cow dung logs, incense sticks, and decorative items.

Health & Sanitation – Reduce roadside waste dumping, improving hygiene and village cleanliness.

Market Linkages – Connect SHGs with local markets, cooperatives, and e-commerce platforms for sustainable sales.

Scalability & Replicability – Create a model that can be replicated across rural Tamil Nadu villages with minor adjustments.","This project transforms an abundant and underutilized local resource—cow dung—into sustainable income opportunities for rural women in Tamil Nadu. Unlike conventional agriculture, which is seasonal and uncertain, this model provides women with year-round entrepreneurial activity, enabling financial independence, improved sanitation, and environmental sustainability.

By combining traditional livestock practices with modern eco-entrepreneurship, the project:

Empowers women to become self-reliant through skill development and income generation.

Turns waste into wealth by converting 1,500 kg of daily cow dung into marketable biogas, organic manure, and eco-products.

Improves rural sanitation by preventing the dumping of cow dung on roadsides.

Supports Tamil Nadu’s vision of green economy by promoting renewable energy and organic farming.

Creates scalable, replicable models that other villages in Tamil Nadu can adopt.

This integration of women empowerment, rural development, and circ","Women’s Economic Empowerment: 40 women trained in value-added cow dung products gain practical skills for self-employment. At least 3 women have already transitioned into micro-entrepreneurs, with others showing readiness to follow.
Increased Household Income: Women earn up to ₹5,000 per month from sales, directly improving the financial stability of their families. Provides steady income beyond seasonal agriculture or MGNREGA jobs.
Leadership & Confidence: Women take up leadership roles in production units, decision-making, and training others, enhancing their social recognition. Personal testimonies show greater confidence, dignity, and independence in family and community life.
Community Development: Local branding (“Thulir Sambrani”) and cooperative efforts create a sense of ownership. The initiative fosters collaboration between Panchayat, SHGs, academic institutions, and livestock owners.
Environmental Benefits: Prevents roadside dumping of 1,500 kg cow dung per day, improving vi"," Readily Available Raw Material
•	Sindalakarai generates 1,500 kg of cow dung daily, ensuring a consistent, year-round resource supply for product development.
Proven Models in Tamil Nadu
•	Value added initiatives supported by Tamil Nadu Rural Livelihood Mission (TNRLM) and NABARD have shown success in nearby districts, proving the feasibility of scaling.
•	Women Self-Help Groups (SHGs) in Tamil Nadu already excel in value-added agro-products (e.g., masala powders, snacks, and organic fertilizers), creating a foundation for quick adoption.
Women SHG Participation
•	Tamil Nadu has one of the strongest SHG networks in India, with over 60 lakh women members under TNRLM. This ensures strong community participation and ownership.
Market Demand & Policy Push
•	Rising demand for eco-friendly products in both domestic and export markets.
",,"1K/33,Pushpanagar 4th Street East Millerpuram Thoothukudi Tamil Nadu India 628008",Thoothukudi,Tamil Nadu,India,628008,, -,,Rural Women,"1. Human Resources
•	Women Self-Help Group (SHG) members.
•	Local Panchayat support.
2. Natural Resources
•	Cow dung – 1,500 kg generated daily from 150 native cows.
3. Infrastructure & Equipment
•	Machinary for making products
•	10X10 Ft room for production unit
•	Packaging materials (bags, eco-friendly covers, labeling).
4. Financial Resources
•	Initial funding support from Government schemes (e.g., Tamil Nadu Rural Livelihood Mission, National Rural Livelihood Mission, NABARD, Ministry of MSME).
•	Bank linkages for SHGs to access microcredit.
•	CSR/NGO partnerships for seed capital and capacity-building.
5. Knowledge & Technical Resources
•	Training modules on eco-product manufacturing.
•	Market linkage support for selling products.
•	Guidance on branding, packaging, and marketing through local cooperatives or e-commerce platforms.
",100000,,"Opportunity to be recognized as a model SHG entrepreneurship initiative under women empowerment
Tamil Nadu Government’s Women Entrepreneur Awards
NABARD Rural Innovation Awards
District Collectorate level and Panchayat-level honors for improving sanitation, livelihood, and women’s empowerment.",2054,veni2608@gmail.com,-
,,420,Mushroom Cultivation,Submitted,"Under the supervision of Prof. Vivek Kumar (CRDT, IIT Delhi), the Unnat Bharat Abhiyan (UBA) team conducted a participatory rural exercise in 2017 in the Gaindikhata cluster of villages, Haridwar, Uttarakhand. Recognizing limited income opportunities for farmers between November and February, mushroom cultivation was introduced as a sustainable livelihood option.
With support from the local youth, district administration, and the Uttarakhand Food Processing Department, six farmers were trained in Dehradun. Using cleaned rooms in their homes, they began cultivation with compost, spawn, and poly bags provided through ONGC Foundation support. The initiative grew rapidly, engaging 12 more families, with mushrooms fetching up to ?250/kg in local markets.
During the COVID-19 pandemic, two local farmers established mushroom units in Laldhang and Pilli Padav villages, generating employment for 100 people and producing 1,500 kg of mushrooms daily by 2020. The success led the district administration to promote mushroom farming widely, and in 2021, mushroom was recognized as Haridwar’s """"One District One Product"""" (ODOP) by the Uttarakhand government.
This transformation was made possible through the collective efforts of UBA, ONGC Foundation, Surabhi Foundation, district officials, and the local community, making mushroom farming a source of income, employment, and nutrition in the region.
",2017,"Lack of post-harvest income opportunities Initial skill gap in mushroom farming Limited infrastructure for cultivation and marketing
",,"Farmer training via Food Processing Dept., Uttarakhand Supply of compost, spawn, and poly bags (UBA & ONGC Foundation support)
Community participation and use of local spaces for cultivation Support from district administration and local NGOs
","Seasonal advantage with ideal climatic conditions Low-cost, high-return model for small farmers Community-led, scalable initiative with multi-stakeholder support","Income generation for farmers and labor Employment for ~100 individuals (skilled/unskilled) Year-round access to nutritious food in local community
",18+ families adopted mushroom farming 2 commercial mushroom plants set up Daily production of 1500 kg by 2020 High local demand with prices up to ?250/kg,,-,-,-,-,-,, -,,"""Create sustainable livelihood for farmers during off-season (Nov–Feb) Promote mushroom cultivation across Haridwar district Provide local employment and improve nutrition
","Unnat Bharat Abhiyan (UBA), IIT Delhi ONGC Foundation (financial support) Surabhi Foundation, local NGOs Uttarakhand Food Processing Department Local youth and community members","Training and capacity building Initial setup materials (compost, spawn, bags) Infrastructure for mushroom units (room modifications, racks, humidity control)
",,Selected as ODOP (One District One Product) for Haridwar in 2021 Acknowledged and promoted by district administration,2060,vivekk@rdat.iitd.ac.in,-
